"DateMutation","NatureMutation","ValeurFonciere","IDProprieteDuBien[FK]","IDSituationGeographique[FK]"
2020-06-25 00:00:00,"Vente",164180,7148,7148
2020-06-22 00:00:00,"Vente",226000,7149,7149
2020-06-29 00:00:00,"Vente",78500,7150,7150
2020-06-24 00:00:00,"Vente",273100,7151,7151
2020-06-22 00:00:00,"Vente",400000,7152,7152
2020-06-26 00:00:00,"Vente",70000,7153,7153
2020-06-29 00:00:00,"Vente",92000,7154,7154
2020-06-23 00:00:00,"Vente",126500,7155,7155
2020-06-25 00:00:00,"Vente",85000,7156,7156
2020-06-10 00:00:00,"Vente",160000,7157,7157
2020-06-12 00:00:00,"Vente",805230,7158,7158
2020-06-29 00:00:00,"Vente",250000,7159,7159
2020-06-29 00:00:00,"Vente",218000,7160,7160
2020-06-10 00:00:00,"Vente",220000,7161,7161
2020-06-30 00:00:00,"Vente",177500,7162,7162
2020-06-30 00:00:00,"Vente",75000,7163,7163
2020-06-16 00:00:00,"Vente",238000,7164,7164
2020-06-23 00:00:00,"Vente",112000,7165,7165
2020-06-30 00:00:00,"Vente",870000,7166,7166
2020-06-18 00:00:00,"Vente",627420,7167,7167
2020-06-30 00:00:00,"Vente",213000,7168,7168
2020-06-25 00:00:00,"Vente",38854,7169,7169
2020-06-16 00:00:00,"Vente",230000,7170,7170
2020-06-29 00:00:00,"Vente",213000,7171,7171
2020-02-03 00:00:00,"Vente",156000,7172,7172
2020-01-20 00:00:00,"Vente",63810,7173,7173
2020-02-19 00:00:00,"Vente",54000,7174,7174
2020-02-21 00:00:00,"Vente",90000,7175,7175
2020-02-26 00:00:00,"Vente",46500,7176,7176
2020-03-16 00:00:00,"Vente",94000,7177,7177
2020-03-09 00:00:00,"Vente",71000,7178,7178
2020-04-03 00:00:00,"Vente",95500,7179,7179
2020-04-07 00:00:00,"Vente",43000,7180,7180
2020-03-10 00:00:00,"Vente",121000,7181,7181
2020-04-10 00:00:00,"Vente",62000,7182,7182
2020-04-14 00:00:00,"Vente",60000,7183,7183
2020-04-21 00:00:00,"Vente",38000,7184,7184
2020-04-17 00:00:00,"Vente",69500,7185,7185
2020-05-05 00:00:00,"Vente",110000,7186,7186
2020-05-11 00:00:00,"Vente",61000,7187,7187
2020-05-15 00:00:00,"Vente",115500,7188,7188
2020-06-02 00:00:00,"Vente",75000,7189,7189
2020-05-26 00:00:00,"Vente",86000,7190,7190
2020-06-02 00:00:00,"Vente",134750,7191,7191
2020-05-27 00:00:00,"Vente",66000,7192,7192
2020-06-16 00:00:00,"Vente",50000,7193,7193
2020-06-16 00:00:00,"Vente",46000,7194,7194
2020-06-03 00:00:00,"Vente",87990,7195,7195
2020-06-11 00:00:00,"Vente",50000,7196,7196
2020-06-23 00:00:00,"Vente",130000,7197,7197
2020-06-18 00:00:00,"Vente",114000,7198,7198
2020-06-16 00:00:00,"Vente",128000,7199,7199
2020-06-17 00:00:00,"Vente",99950,7200,7200
2020-06-16 00:00:00,"Vente",110000,7201,7201
2020-06-24 00:00:00,"Vente",89000,7202,7202
2020-06-19 00:00:00,"Vente",75000,7203,7203
2020-06-17 00:00:00,"Vente",74800,7204,7204
2020-06-26 00:00:00,"Vente",335000,7205,7205
2020-02-11 00:00:00,"Vente",79500,7206,7206
2020-02-27 00:00:00,"Vente",110280,7207,7207
2020-02-21 00:00:00,"Vente",60500,7208,7208
2020-02-20 00:00:00,"Vente",68000,7209,7209
2020-04-17 00:00:00,"Vente",66000,7210,7210
2020-05-25 00:00:00,"Vente",81000,7211,7211
2020-01-02 00:00:00,"Vente",81795,7212,7212
2020-01-15 00:00:00,"Vente",115000,7213,7213
2020-01-06 00:00:00,"Vente",90000,7214,7214
2020-01-17 00:00:00,"Vente",123000,7215,7215
2020-01-28 00:00:00,"Vente",139500,7216,7216
2020-01-30 00:00:00,"Vente",372000,7217,7217
2020-01-14 00:00:00,"Vente",53598,7218,7218
2020-01-30 00:00:00,"Vente",149000,7219,7219
2020-02-04 00:00:00,"Vente",60000,7220,7220
2020-01-15 00:00:00,"Vente",65500,7221,7221
2020-01-24 00:00:00,"Vente",90000,7222,7222
2020-02-05 00:00:00,"Vente",108000,7223,7223
2020-02-12 00:00:00,"Vente","77050,48",7224,7224
2020-02-27 00:00:00,"Vente",109100,7225,7225
2020-02-21 00:00:00,"Vente",117100,7226,7226
2020-02-28 00:00:00,"Vente",135000,7227,7227
2020-02-28 00:00:00,"Vente","129021,61",7228,7228
2020-02-28 00:00:00,"Vente",102151,7229,7229
2020-03-10 00:00:00,"Vente",102200,7230,7230
2020-03-03 00:00:00,"Vente",167000,7231,7231
2020-03-11 00:00:00,"Vente",102240,7232,7232
2020-02-20 00:00:00,"Vente",50000,7233,7233
2020-03-24 00:00:00,"Vente",125660,7234,7234
2020-02-28 00:00:00,"Vente",54459,7235,7235
2020-03-04 00:00:00,"Vente",69900,7236,7236
2020-03-25 00:00:00,"Vente",70000,7237,7237
2020-04-16 00:00:00,"Vente",62500,7238,7238
2020-03-27 00:00:00,"Vente",87000,7239,7239
2020-03-31 00:00:00,"Vente",37523,7240,7240
2020-03-12 00:00:00,"Vente",66000,7241,7241
2020-04-16 00:00:00,"Vente",56600,7242,7242
2020-05-07 00:00:00,"Vente",155000,7243,7243
2020-03-16 00:00:00,"Vente",62300,7244,7244
2020-05-18 00:00:00,"Vente",80000,7245,7245
2020-04-28 00:00:00,"Vente",76000,7246,7246
2020-05-13 00:00:00,"Vente",72000,7247,7247
2020-05-25 00:00:00,"Vente",92000,7248,7248
2020-05-11 00:00:00,"Vente",136000,7249,7249
2020-05-26 00:00:00,"Vente",65000,7250,7250
2020-05-20 00:00:00,"Vente",61500,7251,7251
2020-05-20 00:00:00,"Vente",87130,7252,7252
2020-05-11 00:00:00,"Vente",90500,7253,7253
2020-05-20 00:00:00,"Vente",69000,7254,7254
2020-05-25 00:00:00,"Vente",63000,7255,7255
2020-06-17 00:00:00,"Vente","73444,01",7256,7256
2020-05-29 00:00:00,"Vente",115000,7257,7257
2020-06-02 00:00:00,"Vente",55700,7258,7258
2020-06-05 00:00:00,"Vente",67000,7259,7259
2020-06-10 00:00:00,"Vente",150000,7260,7260
2020-06-05 00:00:00,"Vente",254500,7261,7261
2020-06-05 00:00:00,"Vente",56000,7262,7262
2020-06-30 00:00:00,"Vente",97400,7263,7263
2020-06-12 00:00:00,"Vente",57995,7264,7264
2020-06-05 00:00:00,"Vente",95000,7265,7265
2020-06-12 00:00:00,"Vente",40000,7266,7266
2020-06-23 00:00:00,"Vente",71000,7267,7267
2020-06-30 00:00:00,"Vente",63000,7268,7268
2020-06-16 00:00:00,"Vente",81800,7269,7269
2020-01-29 00:00:00,"Vente",219000,7270,7270
2020-01-11 00:00:00,"Vente",111400,7271,7271
2020-01-20 00:00:00,"Vente",64500,7272,7272
2020-02-04 00:00:00,"Vente",182770,7273,7273
2020-02-05 00:00:00,"Vente",77850,7274,7274
2020-02-06 00:00:00,"Vente",202000,7275,7275
2020-02-05 00:00:00,"Vente",60000,7276,7276
2020-02-12 00:00:00,"Vente",147000,7277,7277
2020-01-24 00:00:00,"Vente",242319,7278,7278
2020-02-06 00:00:00,"Vente",217000,7279,7279
2020-02-17 00:00:00,"Vente",317000,7280,7280
2020-02-07 00:00:00,"Vente",108000,7281,7281
2020-02-12 00:00:00,"Vente",47500,7282,7282
2020-02-19 00:00:00,"Vente",70000,7283,7283
2020-02-16 00:00:00,"Vente",106800,7284,7284
2020-02-18 00:00:00,"Vente",294420,7285,7285
2020-01-29 00:00:00,"Vente",164700,7286,7286
2020-02-18 00:00:00,"Vente",268311,7287,7287
2020-01-27 00:00:00,"Vente",363050,7288,7288
2020-01-20 00:00:00,"Vente",507000,7289,7289
2020-02-03 00:00:00,"Vente",118950,7290,7290
2020-02-20 00:00:00,"Vente",85500,7291,7291
2020-02-19 00:00:00,"Vente",173000,7292,7292
2020-02-18 00:00:00,"Vente",109000,7293,7293
2020-02-07 00:00:00,"Vente",98200,7294,7294
2020-02-14 00:00:00,"Vente",541500,7295,7295
2020-02-07 00:00:00,"Vente",300000,7296,7296
2020-02-19 00:00:00,"Vente",76000,7297,7297
2020-02-14 00:00:00,"Vente",70000,7298,7298
2020-02-07 00:00:00,"Vente",228220,7299,7299
2020-02-27 00:00:00,"Vente",124000,7300,7300
2020-02-06 00:00:00,"Vente",325000,7301,7301
2020-02-27 00:00:00,"Vente",161792,7302,7302
2020-02-19 00:00:00,"Vente",168000,7303,7303
2020-02-06 00:00:00,"Vente",261000,7304,7304
2020-03-03 00:00:00,"Vente",259300,7305,7305
2020-03-03 00:00:00,"Vente",354000,7306,7306
2020-02-28 00:00:00,"Vente",71400,7307,7307
2020-02-27 00:00:00,"Vente",154000,7308,7308
2020-02-12 00:00:00,"Vente",267140,7309,7309
2020-02-20 00:00:00,"Vente",343000,7310,7310
2020-03-04 00:00:00,"Vente",90500,7311,7311
2020-03-16 00:00:00,"Vente",271000,7312,7312
2020-03-27 00:00:00,"Vente",175000,7313,7313
2020-04-09 00:00:00,"Vente",61750,7314,7314
2020-03-31 00:00:00,"Vente",174500,7315,7315
2020-03-04 00:00:00,"Vente","80684,51",7316,7316
2020-04-16 00:00:00,"Vente",101000,7317,7317
2020-04-10 00:00:00,"Vente",347900,7318,7318
2020-04-24 00:00:00,"Vente",170000,7319,7319
2020-04-30 00:00:00,"Vente",54000,7320,7320
2020-05-05 00:00:00,"Vente",332000,7321,7321
2020-05-05 00:00:00,"Vente",214970,7322,7322
2020-05-06 00:00:00,"Vente",299200,7323,7323
2020-05-11 00:00:00,"Vente",180388,7324,7324
2020-05-13 00:00:00,"Vente",73500,7325,7325
2020-05-15 00:00:00,"Vente",152200,7326,7326
2020-04-17 00:00:00,"Vente",75500,7327,7327
2020-05-11 00:00:00,"Vente",115500,7328,7328
2020-05-15 00:00:00,"Vente",496000,7329,7329
2020-05-19 00:00:00,"Vente",63000,7330,7330
2020-05-26 00:00:00,"Vente",154155,7331,7331
2020-05-22 00:00:00,"Vente",338820,7332,7332
2020-05-19 00:00:00,"Vente",107000,7333,7333
2020-06-03 00:00:00,"Vente",82000,7334,7334
2020-05-15 00:00:00,"Vente",126450,7335,7335
2020-05-12 00:00:00,"Vente",155050,7336,7336
2020-05-13 00:00:00,"Vente",180650,7337,7337
2020-06-05 00:00:00,"Vente",85000,7338,7338
2020-05-13 00:00:00,"Vente",102000,7339,7339
2020-05-29 00:00:00,"Vente",153000,7340,7340
2020-05-28 00:00:00,"Vente",76000,7341,7341
2020-06-05 00:00:00,"Vente",190000,7342,7342
2020-05-29 00:00:00,"Vente",319800,7343,7343
2020-05-19 00:00:00,"Vente",102000,7344,7344
2020-05-22 00:00:00,"Vente",217200,7345,7345
2020-06-03 00:00:00,"Vente",262000,7346,7346
2020-05-29 00:00:00,"Vente",287000,7347,7347
2020-05-29 00:00:00,"Vente",62000,7348,7348
2020-05-29 00:00:00,"Vente",380000,7349,7349
2020-06-05 00:00:00,"Vente",153500,7350,7350
2020-05-25 00:00:00,"Vente",140000,7351,7351
2020-06-08 00:00:00,"Vente",148500,7352,7352
2020-05-18 00:00:00,"Vente",110000,7353,7353
2020-06-22 00:00:00,"Vente",89100,7354,7354
2020-05-26 00:00:00,"Vente",255000,7355,7355
2020-06-25 00:00:00,"Vente",114500,7356,7356
2020-06-05 00:00:00,"Vente",341900,7357,7357
2020-06-02 00:00:00,"Vente",135000,7358,7358
2020-06-15 00:00:00,"Vente",256868,7359,7359
2020-06-15 00:00:00,"Vente",156300,7360,7360
2020-06-05 00:00:00,"Vente",107500,7361,7361
2020-06-19 00:00:00,"Vente",205000,7362,7362
2020-06-19 00:00:00,"Vente",57000,7363,7363
2020-06-23 00:00:00,"Vente",260000,7364,7364
2020-06-26 00:00:00,"Vente",202000,7365,7365
2020-06-19 00:00:00,"Vente",90000,7366,7366
2020-06-22 00:00:00,"Vente",166000,7367,7367
2020-01-07 00:00:00,"Vente",144310,7368,7368
2020-01-09 00:00:00,"Vente",87450,7369,7369
2020-01-07 00:00:00,"Vente",69000,7370,7370
2020-01-08 00:00:00,"Vente",133900,7371,7371
2020-01-10 00:00:00,"Vente",75800,7372,7372
2020-01-06 00:00:00,"Vente",137000,7373,7373
2020-01-10 00:00:00,"Vente",85370,7374,7374
2020-01-10 00:00:00,"Vente",98000,7375,7375
2020-01-07 00:00:00,"Vente",76400,7376,7376
2020-01-10 00:00:00,"Vente",503700,7377,7377
2020-01-16 00:00:00,"Vente",45000,7378,7378
2020-01-17 00:00:00,"Vente",105700,7379,7379
2020-01-06 00:00:00,"Vente",72000,7380,7380
2020-01-14 00:00:00,"Vente",340950,7381,7381
2020-01-13 00:00:00,"Vente",59800,7382,7382
2020-01-15 00:00:00,"Vente",90810,7383,7383
2020-01-10 00:00:00,"Vente",85650,7384,7384
2020-01-17 00:00:00,"Vente",152000,7385,7385
2020-01-10 00:00:00,"Vente",77000,7386,7386
2020-01-09 00:00:00,"Vente",75000,7387,7387
2020-01-10 00:00:00,"Vente",130000,7388,7388
2020-01-21 00:00:00,"Vente",58200,7389,7389
2020-01-17 00:00:00,"Vente",83750,7390,7390
2020-01-02 00:00:00,"Vente",139900,7391,7391
2020-01-10 00:00:00,"Vente",164000,7392,7392
2020-01-21 00:00:00,"Vente",165000,7393,7393
2020-01-17 00:00:00,"Vente",130905,7394,7394
2020-01-14 00:00:00,"Vente",105000,7395,7395
2020-01-10 00:00:00,"Vente",121800,7396,7396
2020-01-24 00:00:00,"Vente",135000,7397,7397
2020-01-22 00:00:00,"Vente",115500,7398,7398
2020-01-06 00:00:00,"Vente",88000,7399,7399
2020-01-10 00:00:00,"Vente",9000,7400,7400
2020-01-10 00:00:00,"Vente",169600,7401,7401
2020-01-28 00:00:00,"Vente",133000,7402,7402
2020-01-31 00:00:00,"Vente",110260,7403,7403
2020-01-03 00:00:00,"Vente",98545,7404,7404
2020-01-24 00:00:00,"Vente",58450,7405,7405
2020-01-20 00:00:00,"Vente",146000,7406,7406
2020-01-14 00:00:00,"Vente",48162,7407,7407
2020-01-15 00:00:00,"Vente",153130,7408,7408
2020-01-14 00:00:00,"Vente",319000,7409,7409
2020-01-29 00:00:00,"Vente",179830,7410,7410
2020-01-27 00:00:00,"Vente",151000,7411,7411
2020-01-10 00:00:00,"Vente",295245,7412,7412
2020-01-30 00:00:00,"Vente",140000,7413,7413
2020-01-16 00:00:00,"Vente",210100,7414,7414
2020-01-30 00:00:00,"Vente",43000,7415,7415
2020-01-31 00:00:00,"Vente",263450,7416,7416
2020-01-13 00:00:00,"Vente",85000,7417,7417
2020-01-14 00:00:00,"Vente",59000,7418,7418
2020-01-30 00:00:00,"Vente",420000,7419,7419
2020-01-31 00:00:00,"Vente",279000,7420,7420
2020-01-31 00:00:00,"Vente",69900,7421,7421
2020-01-24 00:00:00,"Vente",488000,7422,7422
2020-01-23 00:00:00,"Vente",95000,7423,7423
2020-01-24 00:00:00,"Vente",195000,7424,7424
2020-02-10 00:00:00,"Vente",116350,7425,7425
2020-01-28 00:00:00,"Vente",42000,7426,7426
2020-02-05 00:00:00,"Vente",58500,7427,7427
2020-01-29 00:00:00,"Vente",90755,7428,7428
2020-01-30 00:00:00,"Vente",64260,7429,7429
2020-02-03 00:00:00,"Vente",75000,7430,7430
2020-02-07 00:00:00,"Vente",158000,7431,7431
2020-01-21 00:00:00,"Vente",92350,7432,7432
2020-02-13 00:00:00,"Vente",267200,7433,7433
2020-02-11 00:00:00,"Vente",298000,7434,7434
2020-02-13 00:00:00,"Vente",116500,7435,7435
2020-02-07 00:00:00,"Vente",175130,7436,7436
2020-02-17 00:00:00,"Vente",114670,7437,7437
2020-01-27 00:00:00,"Vente",166450,7438,7438
2020-02-17 00:00:00,"Vente",54000,7439,7439
2020-01-30 00:00:00,"Vente",73500,7440,7440
2020-02-14 00:00:00,"Vente",154000,7441,7441
2020-02-11 00:00:00,"Vente",81600,7442,7442
2020-02-18 00:00:00,"Vente",164100,7443,7443
2020-02-19 00:00:00,"Vente",58000,7444,7444
2020-01-14 00:00:00,"Vente",65160,7445,7445
2020-02-20 00:00:00,"Vente",59000,7446,7446
2020-01-27 00:00:00,"Vente",67000,7447,7447
2020-02-20 00:00:00,"Vente",59320,7448,7448
2020-02-10 00:00:00,"Vente",47560,7449,7449
2020-02-18 00:00:00,"Vente",147700,7450,7450
2020-02-14 00:00:00,"Vente",180900,7451,7451
2020-02-14 00:00:00,"Vente",365000,7452,7452
2020-02-14 00:00:00,"Vente",132000,7453,7453
2020-02-13 00:00:00,"Vente",174010,7454,7454
2020-02-13 00:00:00,"Vente",205350,7455,7455
2020-02-20 00:00:00,"Vente",212000,7456,7456
2020-02-21 00:00:00,"Vente",192600,7457,7457
2020-02-17 00:00:00,"Vente",190000,7458,7458
2020-02-18 00:00:00,"Vente",189600,7459,7459
2020-02-17 00:00:00,"Vente",76000,7460,7460
2020-02-20 00:00:00,"Vente",103000,7461,7461
2020-02-25 00:00:00,"Vente",130580,7462,7462
2020-02-24 00:00:00,"Vente",108750,7463,7463
2020-02-07 00:00:00,"Vente",179150,7464,7464
2020-02-26 00:00:00,"Vente",91000,7465,7465
2020-02-13 00:00:00,"Vente",297650,7466,7466
2020-02-21 00:00:00,"Vente",153170,7467,7467
2020-01-28 00:00:00,"Vente",81800,7468,7468
2020-02-11 00:00:00,"Vente",96500,7469,7469
2020-02-07 00:00:00,"Vente",119000,7470,7470
2020-02-24 00:00:00,"Vente",263570,7471,7471
2020-02-06 00:00:00,"Vente",199000,7472,7472
2020-02-27 00:00:00,"Vente",130000,7473,7473
2020-02-28 00:00:00,"Vente",92000,7474,7474
2020-02-28 00:00:00,"Vente",136000,7475,7475
2020-02-26 00:00:00,"Vente",253000,7476,7476
2020-02-25 00:00:00,"Vente",159000,7477,7477
2020-03-03 00:00:00,"Vente",123000,7478,7478
2020-02-27 00:00:00,"Vente",77500,7479,7479
2020-03-03 00:00:00,"Vente",53000,7480,7480
2020-03-04 00:00:00,"Vente",375431,7481,7481
2020-03-05 00:00:00,"Vente",84000,7482,7482
2020-02-14 00:00:00,"Vente",140000,7483,7483
2020-03-06 00:00:00,"Vente",179800,7484,7484
2020-02-27 00:00:00,"Vente",104000,7485,7485
2020-02-27 00:00:00,"Vente",142000,7486,7486
2020-02-28 00:00:00,"Vente",25800,7487,7487
2020-02-14 00:00:00,"Vente",170000,7488,7488
2020-03-02 00:00:00,"Vente",268400,7489,7489
2020-03-02 00:00:00,"Vente",68000,7490,7490
2020-02-19 00:00:00,"Vente",73000,7491,7491
2020-03-02 00:00:00,"Vente",195000,7492,7492
2020-02-12 00:00:00,"Vente",173000,7493,7493
2020-03-09 00:00:00,"Vente",150000,7494,7494
2020-02-27 00:00:00,"Vente",88000,7495,7495
2020-02-28 00:00:00,"Vente",162800,7496,7496
2020-02-26 00:00:00,"Vente",65030,7497,7497
2020-02-27 00:00:00,"Vente",119000,7498,7498
2020-03-06 00:00:00,"Vente",87500,7499,7499
2020-03-10 00:00:00,"Vente",170050,7500,7500
2020-03-06 00:00:00,"Vente",34000,7501,7501
2020-03-05 00:00:00,"Vente",132200,7502,7502
2020-03-11 00:00:00,"Vente",91260,7503,7503
2020-03-05 00:00:00,"Vente",218500,7504,7504
2020-03-05 00:00:00,"Vente",201000,7505,7505
2020-03-11 00:00:00,"Vente",170900,7506,7506
2020-03-10 00:00:00,"Vente",132500,7507,7507
2020-03-13 00:00:00,"Vente",139070,7508,7508
2020-03-12 00:00:00,"Vente",87500,7509,7509
2020-03-12 00:00:00,"Vente",91200,7510,7510
2020-03-04 00:00:00,"Vente",56500,7511,7511
2020-03-12 00:00:00,"Vente",135000,7512,7512
2020-03-13 00:00:00,"Vente",118000,7513,7513
2020-03-13 00:00:00,"Vente",153350,7514,7514
2020-03-10 00:00:00,"Vente",87600,7515,7515
2020-02-28 00:00:00,"Vente",130000,7516,7516
2020-03-07 00:00:00,"Vente",32000,7517,7517
2020-02-25 00:00:00,"Vente",162000,7518,7518
2020-02-19 00:00:00,"Vente",66200,7519,7519
2020-03-05 00:00:00,"Vente",68150,7520,7520
2020-03-05 00:00:00,"Vente",82000,7521,7521
2020-03-11 00:00:00,"Vente",107000,7522,7522
2020-03-02 00:00:00,"Vente",155000,7523,7523
2020-02-28 00:00:00,"Vente",85940,7524,7524
2020-02-27 00:00:00,"Vente",136600,7525,7525
2020-03-11 00:00:00,"Vente",84900,7526,7526
2020-03-03 00:00:00,"Vente",142650,7527,7527
2020-03-20 00:00:00,"Vente",172000,7528,7528
2020-03-20 00:00:00,"Vente",5000,7529,7529
2020-03-16 00:00:00,"Vente",232750,7530,7530
2020-03-27 00:00:00,"Vente",92280,7531,7531
2020-03-20 00:00:00,"Vente",99000,7532,7532
2020-03-16 00:00:00,"Vente",147300,7533,7533
2020-03-12 00:00:00,"Vente",277000,7534,7534
2020-03-27 00:00:00,"Vente",166347,7535,7535
2020-03-27 00:00:00,"Vente",142670,7536,7536
2020-03-27 00:00:00,"Vente",179550,7537,7537
2020-03-27 00:00:00,"Vente",93740,7538,7538
2020-03-27 00:00:00,"Vente",15000,7539,7539
2020-03-12 00:00:00,"Vente",143400,7540,7540
2020-03-17 00:00:00,"Vente",102400,7541,7541
2020-03-09 00:00:00,"Vente",175000,7542,7542
2020-03-04 00:00:00,"Vente",152000,7543,7543
2020-03-06 00:00:00,"Vente",96000,7544,7544
2020-03-12 00:00:00,"Vente",105925,7545,7545
2020-03-10 00:00:00,"Vente",101000,7546,7546
2020-03-10 00:00:00,"Vente",200000,7547,7547
2020-03-31 00:00:00,"Vente",132220,7548,7548
2020-03-16 00:00:00,"Vente",187000,7549,7549
2020-03-09 00:00:00,"Vente",166000,7550,7550
2020-03-30 00:00:00,"Vente",61600,7551,7551
2020-04-14 00:00:00,"Vente",209370,7552,7552
2020-04-10 00:00:00,"Vente",104550,7553,7553
2020-04-10 00:00:00,"Vente",131131,7554,7554
2020-04-15 00:00:00,"Vente",150975,7555,7555
2020-04-08 00:00:00,"Vente",275000,7556,7556
2020-04-29 00:00:00,"Vente",29435,7557,7557
2020-04-29 00:00:00,"Vente",65560,7558,7558
2020-04-30 00:00:00,"Vente",89900,7559,7559
2020-04-20 00:00:00,"Vente",508000,7560,7560
2020-05-07 00:00:00,"Vente",64000,7561,7561
2020-05-11 00:00:00,"Vente",134480,7562,7562
2020-04-17 00:00:00,"Vente",116000,7563,7563
2020-05-13 00:00:00,"Vente",205000,7564,7564
2020-05-13 00:00:00,"Vente",141500,7565,7565
2020-05-25 00:00:00,"Vente",88000,7566,7566
2020-05-28 00:00:00,"Vente",149900,7567,7567
2020-05-15 00:00:00,"Vente",229000,7568,7568
2020-05-18 00:00:00,"Vente",48500,7569,7569
2020-04-30 00:00:00,"Vente",126100,7570,7570
2020-04-30 00:00:00,"Vente",169000,7571,7571
2020-05-04 00:00:00,"Vente",180920,7572,7572
2020-05-26 00:00:00,"Vente",182000,7573,7573
2020-05-18 00:00:00,"Vente",119300,7574,7574
2020-06-02 00:00:00,"Vente",85000,7575,7575
2020-05-15 00:00:00,"Vente",65000,7576,7576
2020-05-19 00:00:00,"Vente",91000,7577,7577
2020-05-20 00:00:00,"Vente",200000,7578,7578
2020-05-20 00:00:00,"Vente",129000,7579,7579
2020-04-30 00:00:00,"Vente",410150,7580,7580
2020-05-26 00:00:00,"Vente",43000,7581,7581
2020-05-29 00:00:00,"Vente",127000,7582,7582
2020-05-27 00:00:00,"Vente",220000,7583,7583
2020-06-02 00:00:00,"Vente",62180,7584,7584
2020-05-11 00:00:00,"Vente",83000,7585,7585
2020-05-28 00:00:00,"Vente",185000,7586,7586
2020-05-15 00:00:00,"Vente",161500,7587,7587
2020-05-29 00:00:00,"Vente",81000,7588,7588
2020-05-20 00:00:00,"Vente",43333,7589,7589
2020-05-14 00:00:00,"Vente",242000,7590,7590
2020-05-26 00:00:00,"Vente",531500,7591,7591
2020-05-26 00:00:00,"Vente",158000,7592,7592
2020-06-03 00:00:00,"Vente",86000,7593,7593
2020-05-20 00:00:00,"Vente",243000,7594,7594
2020-05-29 00:00:00,"Vente",122400,7595,7595
2020-05-15 00:00:00,"Vente",111900,7596,7596
2020-06-03 00:00:00,"Vente",85000,7597,7597
2020-05-14 00:00:00,"Vente",150818,7598,7598
2020-05-15 00:00:00,"Vente",44455,7599,7599
2020-06-02 00:00:00,"Vente",82000,7600,7600
2020-06-02 00:00:00,"Vente",118500,7601,7601
2020-06-08 00:00:00,"Vente",87400,7602,7602
2020-06-12 00:00:00,"Vente",115000,7603,7603
2020-05-27 00:00:00,"Vente",54401,7604,7604
2020-05-29 00:00:00,"Vente",108700,7605,7605
2020-05-25 00:00:00,"Vente",207155,7606,7606
2020-05-20 00:00:00,"Vente",192000,7607,7607
2020-05-19 00:00:00,"Vente",167000,7608,7608
2020-05-28 00:00:00,"Vente",166520,7609,7609
2020-06-05 00:00:00,"Vente",125000,7610,7610
2020-06-11 00:00:00,"Vente",80000,7611,7611
2020-05-20 00:00:00,"Vente",119845,7612,7612
2020-06-05 00:00:00,"Vente",227500,7613,7613
2020-06-10 00:00:00,"Vente",101750,7614,7614
2020-05-26 00:00:00,"Vente",62000,7615,7615
2020-05-27 00:00:00,"Vente",83000,7616,7616
2020-06-15 00:00:00,"Vente",160850,7617,7617
2020-06-15 00:00:00,"Vente",248130,7618,7618
2020-06-05 00:00:00,"Vente",63700,7619,7619
2020-05-29 00:00:00,"Vente",116220,7620,7620
2020-06-12 00:00:00,"Vente",89500,7621,7621
2020-06-05 00:00:00,"Vente",126530,7622,7622
2020-06-08 00:00:00,"Vente",153750,7623,7623
2020-06-05 00:00:00,"Vente",52000,7624,7624
2020-06-24 00:00:00,"Vente",136280,7625,7625
2020-06-12 00:00:00,"Vente",55000,7626,7626
2020-06-09 00:00:00,"Vente",146200,7627,7627
2020-06-11 00:00:00,"Vente",45000,7628,7628
2020-06-06 00:00:00,"Vente",145300,7629,7629
2020-06-26 00:00:00,"Vente",63500,7630,7630
2020-06-10 00:00:00,"Vente",67500,7631,7631
2020-06-24 00:00:00,"Vente",160000,7632,7632
2020-06-19 00:00:00,"Vente",193000,7633,7633
2020-06-15 00:00:00,"Vente",147000,7634,7634
2020-06-16 00:00:00,"Vente",146300,7635,7635
2020-06-16 00:00:00,"Vente",74000,7636,7636
2020-06-24 00:00:00,"Vente",275000,7637,7637
2020-06-30 00:00:00,"Vente",94310,7638,7638
2020-06-29 00:00:00,"Vente",85500,7639,7639
2020-06-30 00:00:00,"Vente",100000,7640,7640
2020-06-15 00:00:00,"Vente",84000,7641,7641
2020-06-15 00:00:00,"Vente",85000,7642,7642
2020-06-11 00:00:00,"Vente",433620,7643,7643
2020-06-19 00:00:00,"Vente",208750,7644,7644
2020-06-24 00:00:00,"Vente",280000,7645,7645
2020-06-25 00:00:00,"Vente",75000,7646,7646
2020-06-19 00:00:00,"Vente",150000,7647,7647
2020-06-03 00:00:00,"Vente",160000,7648,7648
2020-06-18 00:00:00,"Vente",153500,7649,7649
2020-06-23 00:00:00,"Vente",218000,7650,7650
2020-06-26 00:00:00,"Vente",166000,7651,7651
2020-06-29 00:00:00,"Vente",120700,7652,7652
2020-06-26 00:00:00,"Vente",142000,7653,7653
2020-06-29 00:00:00,"Vente",99400,7654,7654
2020-06-18 00:00:00,"Vente",116900,7655,7655
2020-06-18 00:00:00,"Vente",148800,7656,7656
2020-06-19 00:00:00,"Vente",158000,7657,7657
2020-06-30 00:00:00,"Vente",70000,7658,7658
2020-01-10 00:00:00,"Vente",141000,7659,7659
2020-01-13 00:00:00,"Vente",40000,7660,7660
2020-01-10 00:00:00,"Vente",83000,7661,7661
2020-01-10 00:00:00,"Vente",86650,7662,7662
2020-01-27 00:00:00,"Vente",93000,7663,7663
